"packet"	"utc"	"src"	"dst"	"sport"	"dport"	"proto"	"flags"	"payload_bytes"	"ip_bytes"	"payload_prefix_hex"
"903"	"2026-08-24T02:25:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40214"	"tcp"	"24"	"2"	"42"	"4f4b"
"904"	"2026-08-24T02:25:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40214"	"443"	"tcp"	"17"	"0"	"40"	""
"905"	"2026-08-24T02:25:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40214"	"tcp"	"17"	"0"	"40"	""
"906"	"2026-08-24T02:25:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40215"	"443"	"tcp"	"2"	"0"	"40"	""
"907"	"2026-08-24T02:25:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40215"	"tcp"	"18"	"0"	"40"	""
"908"	"2026-08-24T02:25:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40215"	"443"	"tcp"	"16"	"0"	"40"	""
"909"	"2026-08-24T02:25:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40215"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f393520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a50505050505050505050505050505050505050505050505050505050505050505050"
"910"	"2026-08-24T02:25:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40215"	"tcp"	"24"	"2"	"42"	"4f4b"
"911"	"2026-08-24T02:25:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40215"	"443"	"tcp"	"17"	"0"	"40"	""
"912"	"2026-08-24T02:25:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40215"	"tcp"	"17"	"0"	"40"	""
"913"	"2026-08-24T02:26:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40216"	"443"	"tcp"	"2"	"0"	"40"	""
"914"	"2026-08-24T02:26:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40216"	"tcp"	"18"	"0"	"40"	""
"915"	"2026-08-24T02:26:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40216"	"443"	"tcp"	"16"	"0"	"40"	""
"916"	"2026-08-24T02:26:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40216"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f393620485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a51515151515151515151515151515151515151515151515151515151515151515151"
"917"	"2026-08-24T02:26:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40216"	"tcp"	"24"	"2"	"42"	"4f4b"
"918"	"2026-08-24T02:26:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40216"	"443"	"tcp"	"17"	"0"	"40"	""
"919"	"2026-08-24T02:26:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40216"	"tcp"	"17"	"0"	"40"	""
"920"	"2026-08-24T02:26:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40217"	"443"	"tcp"	"2"	"0"	"40"	""
"921"	"2026-08-24T02:26:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40217"	"tcp"	"18"	"0"	"40"	""
"922"	"2026-08-24T02:26:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40217"	"443"	"tcp"	"16"	"0"	"40"	""
"923"	"2026-08-24T02:26:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40217"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f393720485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a52525252525252525252525252525252525252525252525252525252525252525252"
"924"	"2026-08-24T02:26:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40217"	"tcp"	"24"	"2"	"42"	"4f4b"
"925"	"2026-08-24T02:26:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40217"	"443"	"tcp"	"17"	"0"	"40"	""
"926"	"2026-08-24T02:26:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40217"	"tcp"	"17"	"0"	"40"	""
"927"	"2026-08-24T02:26:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40218"	"443"	"tcp"	"2"	"0"	"40"	""
"928"	"2026-08-24T02:26:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40218"	"tcp"	"18"	"0"	"40"	""
"929"	"2026-08-24T02:26:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40218"	"443"	"tcp"	"16"	"0"	"40"	""
"930"	"2026-08-24T02:26:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40218"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f393820485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a53535353535353535353535353535353535353535353535353535353535353535353"
"931"	"2026-08-24T02:26:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40218"	"tcp"	"24"	"2"	"42"	"4f4b"
"932"	"2026-08-24T02:26:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40218"	"443"	"tcp"	"17"	"0"	"40"	""
"933"	"2026-08-24T02:26:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40218"	"tcp"	"17"	"0"	"40"	""
"934"	"2026-08-24T02:26:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40219"	"443"	"tcp"	"2"	"0"	"40"	""
"935"	"2026-08-24T02:26:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40219"	"tcp"	"18"	"0"	"40"	""
"936"	"2026-08-24T02:26:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40219"	"443"	"tcp"	"16"	"0"	"40"	""
"937"	"2026-08-24T02:26:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40219"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f393920485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a54545454545454545454545454545454545454545454545454545454545454545454"
"938"	"2026-08-24T02:26:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40219"	"tcp"	"24"	"2"	"42"	"4f4b"
"939"	"2026-08-24T02:26:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40219"	"443"	"tcp"	"17"	"0"	"40"	""
"940"	"2026-08-24T02:26:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40219"	"tcp"	"17"	"0"	"40"	""
"941"	"2026-08-24T02:26:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40220"	"443"	"tcp"	"2"	"0"	"40"	""
"942"	"2026-08-24T02:26:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40220"	"tcp"	"18"	"0"	"40"	""
"943"	"2026-08-24T02:26:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40220"	"443"	"tcp"	"16"	"0"	"40"	""
"944"	"2026-08-24T02:26:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40220"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303020485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a414141414141414141414141414141414141414141414141414141414141414141"
"945"	"2026-08-24T02:26:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40220"	"tcp"	"24"	"2"	"42"	"4f4b"
"946"	"2026-08-24T02:26:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40220"	"443"	"tcp"	"17"	"0"	"40"	""
"947"	"2026-08-24T02:26:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40220"	"tcp"	"17"	"0"	"40"	""
"948"	"2026-08-24T02:26:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40221"	"443"	"tcp"	"2"	"0"	"40"	""
"949"	"2026-08-24T02:26:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40221"	"tcp"	"18"	"0"	"40"	""
"950"	"2026-08-24T02:26:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40221"	"443"	"tcp"	"16"	"0"	"40"	""
"951"	"2026-08-24T02:26:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40221"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303120485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a424242424242424242424242424242424242424242424242424242424242424242"
"952"	"2026-08-24T02:26:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40221"	"tcp"	"24"	"2"	"42"	"4f4b"
"953"	"2026-08-24T02:26:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40221"	"443"	"tcp"	"17"	"0"	"40"	""
"954"	"2026-08-24T02:26:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40221"	"tcp"	"17"	"0"	"40"	""
"955"	"2026-08-24T02:27:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40222"	"443"	"tcp"	"2"	"0"	"40"	""
"956"	"2026-08-24T02:27:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40222"	"tcp"	"18"	"0"	"40"	""
"957"	"2026-08-24T02:27:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40222"	"443"	"tcp"	"16"	"0"	"40"	""
"958"	"2026-08-24T02:27:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40222"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303220485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a434343434343434343434343434343434343434343434343434343434343434343"
"959"	"2026-08-24T02:27:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40222"	"tcp"	"24"	"2"	"42"	"4f4b"
"960"	"2026-08-24T02:27:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40222"	"443"	"tcp"	"17"	"0"	"40"	""
"961"	"2026-08-24T02:27:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40222"	"tcp"	"17"	"0"	"40"	""
"962"	"2026-08-24T02:27:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40223"	"443"	"tcp"	"2"	"0"	"40"	""
"963"	"2026-08-24T02:27:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40223"	"tcp"	"18"	"0"	"40"	""
"964"	"2026-08-24T02:27:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40223"	"443"	"tcp"	"16"	"0"	"40"	""
"965"	"2026-08-24T02:27:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40223"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303320485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a444444444444444444444444444444444444444444444444444444444444444444"
"966"	"2026-08-24T02:27:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40223"	"tcp"	"24"	"2"	"42"	"4f4b"
"967"	"2026-08-24T02:27:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40223"	"443"	"tcp"	"17"	"0"	"40"	""
"968"	"2026-08-24T02:27:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40223"	"tcp"	"17"	"0"	"40"	""
"969"	"2026-08-24T02:27:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40224"	"443"	"tcp"	"2"	"0"	"40"	""
"970"	"2026-08-24T02:27:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40224"	"tcp"	"18"	"0"	"40"	""
"971"	"2026-08-24T02:27:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40224"	"443"	"tcp"	"16"	"0"	"40"	""
"972"	"2026-08-24T02:27:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40224"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303420485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a454545454545454545454545454545454545454545454545454545454545454545"
"973"	"2026-08-24T02:27:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40224"	"tcp"	"24"	"2"	"42"	"4f4b"
"974"	"2026-08-24T02:27:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40224"	"443"	"tcp"	"17"	"0"	"40"	""
"975"	"2026-08-24T02:27:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40224"	"tcp"	"17"	"0"	"40"	""
"976"	"2026-08-24T02:27:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40225"	"443"	"tcp"	"2"	"0"	"40"	""
"977"	"2026-08-24T02:27:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40225"	"tcp"	"18"	"0"	"40"	""
"978"	"2026-08-24T02:27:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40225"	"443"	"tcp"	"16"	"0"	"40"	""
"979"	"2026-08-24T02:27:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40225"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a464646464646464646464646464646464646464646464646464646464646464646"
"980"	"2026-08-24T02:27:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40225"	"tcp"	"24"	"2"	"42"	"4f4b"
"981"	"2026-08-24T02:27:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40225"	"443"	"tcp"	"17"	"0"	"40"	""
"982"	"2026-08-24T02:27:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40225"	"tcp"	"17"	"0"	"40"	""
"983"	"2026-08-24T02:27:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40226"	"443"	"tcp"	"2"	"0"	"40"	""
"984"	"2026-08-24T02:27:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40226"	"tcp"	"18"	"0"	"40"	""
"985"	"2026-08-24T02:27:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40226"	"443"	"tcp"	"16"	"0"	"40"	""
"986"	"2026-08-24T02:27:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40226"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303620485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a474747474747474747474747474747474747474747474747474747474747474747"
"987"	"2026-08-24T02:27:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40226"	"tcp"	"24"	"2"	"42"	"4f4b"
"988"	"2026-08-24T02:27:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40226"	"443"	"tcp"	"17"	"0"	"40"	""
"989"	"2026-08-24T02:27:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40226"	"tcp"	"17"	"0"	"40"	""
"990"	"2026-08-24T02:27:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40227"	"443"	"tcp"	"2"	"0"	"40"	""
"991"	"2026-08-24T02:27:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40227"	"tcp"	"18"	"0"	"40"	""
"992"	"2026-08-24T02:27:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40227"	"443"	"tcp"	"16"	"0"	"40"	""
"993"	"2026-08-24T02:27:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40227"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303720485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a484848484848484848484848484848484848484848484848484848484848484848"
"994"	"2026-08-24T02:27:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40227"	"tcp"	"24"	"2"	"42"	"4f4b"
"995"	"2026-08-24T02:27:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40227"	"443"	"tcp"	"17"	"0"	"40"	""
"996"	"2026-08-24T02:27:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40227"	"tcp"	"17"	"0"	"40"	""
"997"	"2026-08-24T02:28:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40228"	"443"	"tcp"	"2"	"0"	"40"	""
"998"	"2026-08-24T02:28:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40228"	"tcp"	"18"	"0"	"40"	""
"999"	"2026-08-24T02:28:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40228"	"443"	"tcp"	"16"	"0"	"40"	""
"1000"	"2026-08-24T02:28:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40228"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303820485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a494949494949494949494949494949494949494949494949494949494949494949"
"1001"	"2026-08-24T02:28:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40228"	"tcp"	"24"	"2"	"42"	"4f4b"
"1002"	"2026-08-24T02:28:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40228"	"443"	"tcp"	"17"	"0"	"40"	""
"1003"	"2026-08-24T02:28:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40228"	"tcp"	"17"	"0"	"40"	""
"1004"	"2026-08-24T02:28:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40229"	"443"	"tcp"	"2"	"0"	"40"	""
"1005"	"2026-08-24T02:28:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40229"	"tcp"	"18"	"0"	"40"	""
"1006"	"2026-08-24T02:28:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40229"	"443"	"tcp"	"16"	"0"	"40"	""
"1007"	"2026-08-24T02:28:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40229"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31303920485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a"
"1008"	"2026-08-24T02:28:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40229"	"tcp"	"24"	"2"	"42"	"4f4b"
"1009"	"2026-08-24T02:28:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40229"	"443"	"tcp"	"17"	"0"	"40"	""
"1010"	"2026-08-24T02:28:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40229"	"tcp"	"17"	"0"	"40"	""
"1011"	"2026-08-24T02:28:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40230"	"443"	"tcp"	"2"	"0"	"40"	""
"1012"	"2026-08-24T02:28:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40230"	"tcp"	"18"	"0"	"40"	""
"1013"	"2026-08-24T02:28:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40230"	"443"	"tcp"	"16"	"0"	"40"	""
"1014"	"2026-08-24T02:28:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40230"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31313020485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b"
"1015"	"2026-08-24T02:28:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40230"	"tcp"	"24"	"2"	"42"	"4f4b"
"1016"	"2026-08-24T02:28:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40230"	"443"	"tcp"	"17"	"0"	"40"	""
"1017"	"2026-08-24T02:28:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40230"	"tcp"	"17"	"0"	"40"	""
"1018"	"2026-08-24T02:28:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40231"	"443"	"tcp"	"2"	"0"	"40"	""
"1019"	"2026-08-24T02:28:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40231"	"tcp"	"18"	"0"	"40"	""
"1020"	"2026-08-24T02:28:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40231"	"443"	"tcp"	"16"	"0"	"40"	""
"1021"	"2026-08-24T02:28:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40231"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31313120485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c"
"1022"	"2026-08-24T02:28:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40231"	"tcp"	"24"	"2"	"42"	"4f4b"
"1023"	"2026-08-24T02:28:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40231"	"443"	"tcp"	"17"	"0"	"40"	""
"1024"	"2026-08-24T02:28:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40231"	"tcp"	"17"	"0"	"40"	""
"1025"	"2026-08-24T02:28:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40232"	"443"	"tcp"	"2"	"0"	"40"	""
"1026"	"2026-08-24T02:28:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40232"	"tcp"	"18"	"0"	"40"	""
"1027"	"2026-08-24T02:28:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40232"	"443"	"tcp"	"16"	"0"	"40"	""
"1028"	"2026-08-24T02:28:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40232"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31313220485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d"
"1029"	"2026-08-24T02:28:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40232"	"tcp"	"24"	"2"	"42"	"4f4b"
"1030"	"2026-08-24T02:28:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40232"	"443"	"tcp"	"17"	"0"	"40"	""
"1031"	"2026-08-24T02:28:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40232"	"tcp"	"17"	"0"	"40"	""
"1032"	"2026-08-24T02:28:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40233"	"443"	"tcp"	"2"	"0"	"40"	""
"1033"	"2026-08-24T02:28:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40233"	"tcp"	"18"	"0"	"40"	""
"1034"	"2026-08-24T02:28:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40233"	"443"	"tcp"	"16"	"0"	"40"	""
"1035"	"2026-08-24T02:28:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40233"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31313320485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e"
"1036"	"2026-08-24T02:28:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40233"	"tcp"	"24"	"2"	"42"	"4f4b"
"1037"	"2026-08-24T02:28:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40233"	"443"	"tcp"	"17"	"0"	"40"	""
"1038"	"2026-08-24T02:28:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40233"	"tcp"	"17"	"0"	"40"	""
"1039"	"2026-08-24T02:29:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40234"	"443"	"tcp"	"2"	"0"	"40"	""
"1040"	"2026-08-24T02:29:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40234"	"tcp"	"18"	"0"	"40"	""
"1041"	"2026-08-24T02:29:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40234"	"443"	"tcp"	"16"	"0"	"40"	""
"1042"	"2026-08-24T02:29:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40234"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31313420485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f"
"1043"	"2026-08-24T02:29:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40234"	"tcp"	"24"	"2"	"42"	"4f4b"
"1044"	"2026-08-24T02:29:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40234"	"443"	"tcp"	"17"	"0"	"40"	""
"1045"	"2026-08-24T02:29:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40234"	"tcp"	"17"	"0"	"40"	""
"1046"	"2026-08-24T02:29:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40235"	"443"	"tcp"	"2"	"0"	"40"	""
"1047"	"2026-08-24T02:29:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40235"	"tcp"	"18"	"0"	"40"	""
"1048"	"2026-08-24T02:29:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40235"	"443"	"tcp"	"16"	"0"	"40"	""
"1049"	"2026-08-24T02:29:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40235"	"443"	"tcp"	"24"	"50087"	"50127"	"504f5354202f75706c6f61642f31313520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a505050505050505050505050505050505050505050505050505050505050505050"
"1050"	"2026-08-24T02:29:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40235"	"tcp"	"24"	"2"	"42"	"4f4b"
